n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
151	1544.497	219.8400	979.6989	2331.426	1174.508	1219.851	1272.364	1351.231	1407.754	1470.516	1531.446	1588.328	1645.342	1728.144	1833.956	1928.912	2000.130
152	1562.915	231.1747	1010.386	2490.158	1126.685	1216.115	1277.972	1362.578	1431.156	1489.013	1551.250	1604.474	1667.255	1742.501	1874.125	1971.696	2048.691
153	1573.892	231.8012	1029.964	2563.775	1166.355	1239.959	1297.723	1377.043	1440.503	1489.170	1549.246	1609.840	1669.471	1742.194	1882.851	1994.223	2079.944
154	1606.684	230.6251	1055.002	2564.87	1206.603	1265.073	1327.279	1406.185	1465.813	1524.307	1579.01	1641.923	1724.068	1810.558	1905.91	2009.001	2076.076
155	1607.942	240.1858	1024.49	2758.444	1197.505	1262.988	1326.084	1400.092	1463.457	1522.527	1578.828	1641.891	1719.887	1795.604	1926.656	2045.339	2123.457
156	1619.689	229.9166	1032.616	2552.556	1196.988	1275.092	1353.957	1423.841	1488.916	1551.835	1597.478	1647.67	1722.061	1797.013	1920.447	2021.209	2113.204
157	1639.540	236.5429	1057.822	2691.27	1203.116	1292.38	1357.472	1434.077	1497.571	1558.482	1620.511	1682.329	1742.397	1826.262	1956.562	2054.156	2134.272
158	1654.884	239.9877	1078.043	2694.603	1204.87	1294.046	1364.011	1452.899	1516.334	1571.028	1639.292	1703.676	1774.957	1843.363	1965.719	2086.72	2160.289
159	1676.449	241.7717	1159.862	2776.936	1254.029	1315.654	1387.468	1465.935	1532.277	1598.452	1652.196	1718.630	1788.290	1880.690	1994.486	2083.909	2168.316
160	1691.923	232.8032	1064.879	2542.075	1272.616	1341.541	1407.211	1497.238	1557.006	1616.469	1671.179	1737.471	1800.396	1880.526	1988.749	2104.687	2176.608
161	1710.724	252.3302	1105.851	2857.369	1280.321	1339.134	1404.766	1492.550	1572.621	1627.062	1687.250	1749.295	1818.310	1906.437	2041.959	2140.886	2249.476
